# DIST RA DEC magZ errZ magY errY magJ errJ magH errH magKs errKs
# blazar4
# +0.1147086   262.9452221  -30.0524487    +16.986666,     +0.049835,    +16.213987,     +0.044653,    +15.295814,     +0.037652,    +14.221025,     +0.028978,    +13.311455,     +0.017225
# 262.94525000      -30.05246944          
# 17h31m46.86000s   -30d03m08.8900s
# 357.44822095      1.95056335
# b360
# 262.9452221  -30.0524487
5.6485081E004,    +13.369029,     +0.018876
5.5448071E004,    +16.986666,     +0.049835
5.5987352E004,    +13.248374,     +0.017060
5.6104073E004,    +13.133131,     +0.015706
5.5448067E004,    +16.213987,     +0.044653
5.6202074E004,    +13.363784,     +0.019710
5.6531087E004,    +13.629734,     +0.024882
5.6369290E004,    +13.271778,     +0.017433
5.6135102E004,    +13.290600,     +0.020132
5.6203033E004,    +13.418421,     +0.021219
5.6085198E004,    +12.979225,     +0.013342
5.5828005E004,    +13.243145,     +0.017686
5.6208997E004,    +13.365842,     +0.019020
5.6141151E004,    +13.363964,     +0.019546
5.6152134E004,    +13.388330,     +0.020749
5.6535001E004,    +13.608461,     +0.023706
5.6201028E004,    +13.385435,     +0.020492
5.6125995E004,    +13.282766,     +0.018728
5.6565987E004,    +13.402802,     +0.019476
5.5688343E004,    +15.295814,     +0.037652
5.6155988E004,    +13.309289,     +0.022411
5.6545102E004,    +13.577966,     +0.024391
5.5768231E004,    +13.523276,     +0.022476
5.6188034E004,    +13.356221,     +0.019034
5.6010275E004,    +13.148977,     +0.016718
5.6177095E004,    +13.212109,     +0.038758
5.5688340E004,    +13.458593,     +0.020969
5.6106994E004,    +13.107749,     +0.027303
5.5830015E004,    +13.258630,     +0.018444
5.6508086E004,    +13.630217,     +0.026728
5.6099035E004,    +13.024766,     +0.015960
5.6516118E004,    +13.640906,     +0.025261
5.6180070E004,    +13.246189,     +0.019240
5.6120152E004,    +13.253840,     +0.016988
5.6364296E004,    +13.323221,     +0.021055
5.6125169E004,    +13.294875,     +0.018048
5.6086234E004,    +13.005901,     +0.014051
5.5808061E004,    +13.380538,     +0.019455
5.6506030E004,    +13.628373,     +0.024278
5.6190002E004,    +13.247356,     +0.017005
5.5688337E004,    +14.221025,     +0.028978
5.5803127E004,    +13.387571,     +0.020284
5.6181983E004,    +13.327654,     +0.018321
5.6370283E004,    +13.183908,     +0.017696
5.6189010E004,    +13.332847,     +0.020326
5.6122171E004,    +13.270304,     +0.017710
5.5817036E004,    +13.367443,     +0.020273
5.6140049E004,    +13.342288,     +0.018515
5.6202014E004,    +13.342775,     +0.018582
5.5829032E004,    +13.199040,     +0.017165
5.6151012E004,    +13.327520,     +0.019661




