# DIST RA DEC magZ errZ magY errY magJ errJ magH errH magKs errKs
#blazar3
#+0.1579247   275.9108026  -34.9033356    +15.189472,     +0.004225,    +14.921766,     +0.004745,    +14.496567,     +0.003947,    +13.830827,     +0.004343,    +12.972206,     +0.002782
#275.91075000      -34.90332778          
#18h23m38.58000s   -34d54m11.9800s
#358.67272268      -9.93936271
#b206
# 275.9108026  -34.9033356
5.5847037E004,    +12.787806,     +0.004314
5.5434169E004,    +13.085445,     +0.004713
5.6110108E004,    +13.074709,     +0.004580
5.5787232E004,    +12.729886,     +0.003810
5.6008390E004,    +13.077231,     +0.004562
5.6555118E004,    +12.798353,     +0.004267
5.6137038E004,    +13.154350,     +0.004593
5.6091116E004,    +13.137490,     +0.005736
5.6191057E004,    +13.048705,     +0.004435
5.6100181E004,    +13.058824,     +0.004696
5.6132161E004,    +13.113700,     +0.004881
5.6376333E004,    +12.829069,     +0.004717
5.5307355E004,    +13.221747,     +0.004990
5.6542162E004,    +12.856118,     +0.005340
5.5307353E004,    +13.830827,     +0.004343
5.6352404E004,    +12.928335,     +0.004602
5.6229016E004,    +13.015234,     +0.005331
5.5307358E004,    +14.496567,     +0.003947
5.6114127E004,    +13.124581,     +0.004680
5.6519068E004,    +12.844225,     +0.004023
5.5820049E004,    +12.849040,     +0.004202
5.6378361E004,    +12.853883,     +0.004052
5.6197107E004,    +13.010783,     +0.004854
5.5404269E004,    +15.189472,     +0.004225
5.6369411E004,    +12.843698,     +0.003832
5.6116152E004,    +13.152765,     +0.004761
5.5808116E004,    +12.776228,     +0.004431
5.6520010E004,    +12.845981,     +0.004343
5.6486130E004,    +12.920286,     +0.004002
5.6200086E004,    +13.003800,     +0.004877
5.5404265E004,    +14.921766,     +0.004745
5.6373355E004,    +12.868020,     +0.004161
5.5981386E004,    +13.017638,     +0.004861
5.6043387E004,    +13.115413,     +0.006502
5.6112148E004,    +13.124718,     +0.004712
5.6079413E004,    +13.109836,     +0.005241
5.6134149E004,    +13.125030,     +0.004709
5.6151148E004,    +13.090947,     +0.006169
5.5821152E004,    +12.850205,     +0.004388
5.6382368E004,    +12.875719,     +0.004219
5.6474217E004,    +12.893518,     +0.004174
5.6553043E004,    +12.820796,     +0.003772
5.6363396E004,    +12.846973,     +0.004008
5.6161115E004,    +13.128125,     +0.004547
5.6147122E004,    +13.145424,     +0.004904
