# DIST RA DEC magZ errZ magY errY magJ errJ magH errH magKs errKs
#blazar2
#+0.1696814   270.6778512  -39.6688472    +17.500916,     +0.022025,    +17.255417,     +0.025651,    +16.798433,     +0.021743,    +15.861350,     +0.024350,    +14.758420,     +0.008187
#270.67779167      -39.66885833           
#18h02m42.67000s   -39d40m07.8900s
#352.45105210      -8.42519695          
#b216
# 270.6778512  -39.6688472
5.5305331E004,    +15.861350,     +0.024350
5.5305333E004,    +15.170836,     +0.025524
5.5305336E004,    +16.798433,     +0.021743
5.5374346E004,    +14.865431,     +0.024841
5.5418228E004,    +17.255417,     +0.025651
5.5418232E004,    +17.500916,     +0.022025
5.5692361E004,    +15.790865,     +0.055652
5.5695377E004,    +15.909231,     +0.051274
5.5696285E004,    +15.724111,     +0.048067
5.5698303E004,    +15.693273,     +0.041450
5.5797191E004,    +15.859229,     +0.056659
5.5829097E004,    +15.721458,     +0.051453
5.5836089E004,    +15.892030,     +0.070610
5.6000391E004,    +14.644947,     +0.021016
5.6020402E004,    +14.411769,     +0.014018
5.6024397E004,    +14.111836,     +0.011223
5.6088224E004,    +14.793753,     +0.030353
5.6100185E004,    +14.838360,     +0.019477
5.6104107E004,    +14.869695,     +0.024889
5.6105160E004,    +14.976080,     +0.025109
5.6110100E004,    +14.751186,     +0.018122
5.6114271E004,    +14.309790,     +0.012433
5.6127212E004,    +14.122952,     +0.011379
5.6131129E004,    +14.164165,     +0.010389
5.6134070E004,    +14.265699,     +0.012674
5.6137126E004,    +13.880656,     +0.007595
5.6140215E004,    +13.655089,     +0.010088
5.6146224E004,    +14.042104,     +0.012467
5.6151116E004,    +13.769856,     +0.008781
5.6153001E004,    +13.861944,     +0.008583
5.6158012E004,    +14.137642,     +0.010299
5.6159008E004,    +14.125147,     +0.011560
5.6164037E004,    +14.208662,     +0.010841
5.6171164E004,    +13.926595,     +0.011284
5.6176161E004,    +14.320699,     +0.022902
5.6191067E004,    +13.555287,     +0.006420
5.6198076E004,    +13.863334,     +0.009251
5.6199083E004,    +13.947379,     +0.010960
5.6365385E004,    +14.972843,     +0.039581
5.6371377E004,    +14.956900,     +0.023260
5.6371395E004,    +14.951365,     +0.021535
5.6381356E004,    +14.786199,     +0.018592
5.6424403E004,    +14.329413,     +0.018044
5.6458177E004,    +14.455071,     +0.015853
5.6479140E004,    +15.499190,     +0.037894
5.6511087E004,    +15.679714,     +0.043154
5.6519994E004,    +15.714951,     +0.048271
5.6550122E004,    +15.487342,     +0.042442
5.6550998E004,    +15.554669,     +0.049436
5.6563055E004,    +15.419404,     +0.040181
